Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
0129217M,2004-01-29 00:00:00,2004-01-04 00:00:00,MCO,Orlando International Airport,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,285.64,Settled,142.82,Settle,25.0,142.82
2006032403652,2006-03-21 00:00:00,2006-02-27 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Settled,50.0,Settle,22.0,150.0
2006112216021,2006-11-16 00:00:00,2006-10-29 00:00:00,SNA,John Wayne,American Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,76.34,Settled,38.17,Settle,18.0,38.17
2005050283827,2005-04-29 00:00:00,2005-04-17 00:00:00,PHX,Phoenix Sky Harbor International,American West,Passenger Property Loss,Checked Baggage,Other,79.95,Denied,0.0,Deny,12.0,79.95
2008080147910,2008-07-29 00:00:00,2008-07-13 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,42.97,Denied,0.0,Deny,16.0,42.97
2007100933133,2007-10-04 00:00:00,2007-08-22 00:00:00,PHX,Phoenix Sky Harbor International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,59.89,Denied,0.0,Deny,43.0,59.89
2007092632615,2007-09-24 00:00:00,2007-09-15 00:00:00,SLC,Salt Lake City International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Computer - Laptop; MP3 Players-(iPods; etc),500.0,Denied,0.0,Deny,9.0,500.0
2005030777054,2005-02-01 00:00:00,2005-01-10 00:00:00,BUR,Bob Hope,Southwest Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,450.0,Denied,0.0,Deny,22.0,450.0
0203217M,2004-02-03 00:00:00,2003-11-01 00:00:00,SAT,San Antonio International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,300.0,Settled,150.0,Settle,94.0,150.0
2004110666563,2004-09-23 00:00:00,2004-08-20 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),96.57,Settled,50.0,Settle,34.0,46.56999999999999
2005010672986,2004-12-18 00:00:00,2004-09-02 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,755.0,Denied,0.0,Deny,107.0,755.0
0703049M,2003-07-03 00:00:00,2003-06-06 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,208.5,Settled,104.25,Settle,27.0,104.25
2004081060952,2004-07-15 00:00:00,2004-06-01 00:00:00,TPA,Tampa International,American Airlines,Employee Loss (MPCECA),Checked Baggage,Other,49.95,Settled,24.98,Settle,44.0,24.970000000000002
2008042343237,2008-04-18 00:00:00,2008-04-08 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,21.28,Denied,0.0,Deny,10.0,21.28
2007013119954,2007-01-26 00:00:00,2006-10-25 00:00:00,OMA,Eppley Airfield,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,408.71,Settled,129.99,Settle,93.0,278.71999999999997
2007091732067,2007-09-14 00:00:00,2007-07-13 00:00:00,TPA,Tampa International,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Costume,68.48,Denied,0.0,Deny,63.0,68.48
2007050324934,2007-05-01 00:00:00,2007-02-21 00:00:00,PSP,Palm Springs International,Alaska Airlines,Property Damage,Checked Baggage,Bags - Fabric; plastic; etc. (not purses),160.0,Settled,100.0,Settle,69.0,60.0
2007081030017,2007-08-08 00:00:00,2007-07-02 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,82.0,Denied,0.0,Deny,37.0,82.0
2007071728510,2007-07-16 00:00:00,2007-07-05 00:00:00,JFK,John F. Kennedy International,Air Canada,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,200.0,Denied,0.0,Deny,11.0,200.0
2007071628430,2007-07-12 00:00:00,2007-05-16 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,14.0,Denied,0.0,Deny,57.0,14.0
2006083111887,2006-08-28 00:00:00,2006-07-21 00:00:00,FAT,Fresno Yosemite International,UAL,Property Damage,Checkpoint,Luggage (all types including footlockers),107.94,Approved,107.94,Approve in Full,38.0,0.0
2005032178999,2005-03-16 00:00:00,2005-01-28 00:00:00,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checkpoint,Jewelry - Fine,515.53,Approved,515.53,Approve in Full,47.0,0.0
2009122366767,2009-12-16 00:00:00,2009-12-06 06:39:00,PDX,Portland International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),3.0,Approved,3.0,Approve in Full,9.0,0.0
2006010698937,2005-12-29 00:00:00,2005-12-10 00:00:00,LAX,Los Angeles International Airport,Aero Mexico,Property Damage,Checked Baggage,Luggage (all types including footlockers),43.49,Denied,0.0,Deny,19.0,43.49
2007091932250,2007-09-17 00:00:00,2007-07-03 00:00:00,PIT,Pittsburgh International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,20.0,Denied,0.0,Deny,76.0,20.0
2004061656021,2004-05-19 00:00:00,2004-04-28 00:00:00,EWR,Newark International Airport,Continental Express Inc,Property Damage,Checked Baggage,Luggage (all types including footlockers),222.59,Settled,111.25,Settle,21.0,111.34
2008110451719,2008-10-27 00:00:00,2008-06-17 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,59.99,Denied,0.0,Deny,132.0,59.99
2006042004841,2006-04-11 00:00:00,2006-02-23 00:00:00,MHT,Manchester Regional Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Cameras - Digital,261.97,Denied,0.0,Deny,47.0,261.97
2009122366780,2009-12-16 00:00:00,2009-12-05 16:05:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),20.0,Denied,0.0,Deny,10.0,20.0
0506120L,2003-05-06 00:00:00,2003-03-25 00:00:00,LAS,McCarran International,Japan Airlines,Passenger Property Loss,Checked Baggage,Currency,200.0,Approved,200.0,Approve in Full,42.0,0.0
2004051150994,2004-03-12 00:00:00,2004-01-26 00:00:00,TPA,Tampa International,Northwest Airlines,Property Damage,Checked Baggage,Other,75.0,Approved,75.0,Approve in Full,46.0,0.0
0114554M,2004-01-14 00:00:00,2003-11-26 00:00:00,MCO,Orlando International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Jewelry - Fine,79.88,Approved,79.88,Approve in Full,49.0,0.0
2005030777091,2005-02-01 00:00:00,2004-12-18 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,111.6,Approved,111.6,Approve in Full,45.0,0.0
2006091212419,2006-09-05 00:00:00,2006-08-11 00:00:00,BUR,Bob Hope,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cell Phones; MP3 Players-(iPods; etc),785.0,Denied,0.0,Deny,25.0,785.0
2007090631504,2007-09-04 00:00:00,2007-08-08 00:00:00,IDA,Idaho Falls Regional,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,27.0,20.0
2006013100682,2006-01-25 00:00:00,2006-01-05 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,599.97,Settled,285.16,Settle,20.0,314.81
2008053045065,2008-05-27 00:00:00,2008-05-17 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,809.48,Denied,0.0,Deny,10.0,809.48
2004100864844,2004-09-06 00:00:00,2004-08-05 00:00:00,CLT,Charlotte/Douglas International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),125.0,Settled,30.0,Settle,32.0,95.0
2007020620247,2007-02-05 00:00:00,2007-01-25 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Northwest Airlines,Property Damage,Checkpoint,PDA - Personal Data Assistants,370.99,Settled,168.41,Settle,11.0,202.58
2004052453112,2004-04-01 00:00:00,2004-03-02 00:00:00,PBI,Palm Beach International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),800.97,Settled,420.49,Settle,30.0,380.48
2009032056677,2009-03-20 00:00:00,2009-03-07 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,35.0,Denied,0.0,Deny,13.0,35.0
0224080L,2003-02-24 00:00:00,2003-01-05 00:00:00,SAT,San Antonio International,UAL,Property Damage,Checked Baggage,Other,250.0,Settled,125.0,Settle,50.0,125.0
2007020520223,2007-01-31 00:00:00,2007-01-10 00:00:00,SAN,San Diego International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Books - Fiction; paperbacks; magazines; etc.,20.0,Denied,0.0,Deny,21.0,20.0
2005020175115,2005-01-18 00:00:00,2004-12-28 00:00:00,SAV,Savannah International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,150.0,Approved,150.0,Approve in Full,21.0,0.0
2009102164585,2009-10-08 00:00:00,2009-10-02 07:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),120.0,Denied,0.0,Deny,5.0,120.0
2005041582696,2005-04-12 00:00:00,2005-03-28 00:00:00,MKE,General Mitchell International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,269.0,Denied,0.0,Deny,15.0,269.0
2007092032300,2007-09-19 00:00:00,2007-09-14 00:00:00,PHL,Philadelphia International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,195.5,Denied,0.0,Deny,5.0,195.5
2005040581482,2005-03-30 00:00:00,2005-03-13 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,64.62,Approved,64.62,Approve in Full,17.0,0.0
0602005L,2003-06-02 00:00:00,2003-06-06 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Tower Air,Property Damage,Checked Baggage,Other,500.0,Denied,0.0,Deny,-4.0,500.0
2004061856255,2004-05-27 00:00:00,2004-05-15 00:00:00,JFK,John F. Kennedy International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),516.0,Denied,0.0,Deny,12.0,516.0
2008031240895,2008-03-06 00:00:00,2008-02-23 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Other,210.5,Denied,0.0,Deny,12.0,210.5
2004080260307,2004-07-26 00:00:00,2004-07-11 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,PDA - Personal Data Assistants,457.43,Settled,307.36,Settle,15.0,150.07
2005011173418,2004-12-22 00:00:00,2004-12-02 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,210.0,Denied,0.0,Deny,20.0,210.0
0609039L,2003-06-09 00:00:00,2003-04-09 00:00:00,CLE,Cleveland Hopkins International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),52.45,Settled,26.23,Settle,61.0,26.220000000000002
2007081430219,2007-08-13 00:00:00,2007-08-09 00:00:00,MCO,Orlando International Airport,Continental Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,20.96,Approved,20.96,Approve in Full,4.0,0.0
2004122270556,2004-11-16 00:00:00,2004-07-16 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Property Damage,Checked Baggage,Other,475.0,Denied,0.0,Deny,123.0,475.0
2005110995867,2005-11-01 00:00:00,2005-06-01 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Computer - Laptop,1047.0,Settled,523.5,Settle,153.0,523.5
2005092893344,2005-09-19 00:00:00,2005-09-06 00:00:00,ABE,Lehigh Valley International Airport; Allentown,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,49.99,Settled,25.0,Settle,13.0,24.990000000000002
2009091663716,2009-10-08 00:00:00,2009-04-26 00:00:00,LAX,Los Angeles International Airport,Air France,Passenger Property Loss,Checked Baggage,Cameras - Digital; Other; Toys (game systems; cartridges; radio controlled cars; etc.),141.63,Denied,0.0,Deny,165.0,141.63
1119180M,2003-11-19 00:00:00,2003-10-30 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Locks,75.0,Denied,0.0,Deny,20.0,75.0
2005072589628,2005-07-22 00:00:00,2005-06-30 00:00:00,BOS,Boston (Logan) International Airport,Alitalia,Passenger Property Loss,Checked Baggage,Currency,100.0,Settled,50.0,Settle,22.0,50.0
2005040481420,2005-03-30 00:00:00,2005-03-18 00:00:00,MDW,Midway International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),444.95,Settled,379.93,Settle,12.0,65.01999999999998
2005031778576,2005-02-23 00:00:00,2004-12-29 00:00:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,42.99,Approved,42.99,Approve in Full,56.0,0.0
2007032122673,2007-03-15 00:00:00,2006-12-23 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,370.99,Denied,0.0,Deny,82.0,370.99
2009110565152,2009-10-30 00:00:00,2009-09-26 00:00:00,IAD,Washington Dulles International,USAir,Property Damage,Checked Baggage,Other,518.95,Denied,0.0,Deny,34.0,518.95
2005062487112,2005-06-13 00:00:00,2005-05-10 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,37.0,Approved,37.0,Approve in Full,34.0,0.0
2006112816274,2006-11-17 00:00:00,2006-09-17 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),40.36,Denied,0.0,Deny,61.0,40.36
2006071709631,2006-07-17 00:00:00,2006-07-01 00:00:00,MCO,Orlando International Airport,Northwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,170.0,Denied,0.0,Deny,16.0,170.0
0709009M,2003-07-09 00:00:00,2003-06-30 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,60.0,Settled,30.0,Settle,9.0,30.0
2010010667234,2009-12-30 00:00:00,2009-12-14 00:00:00,RNO,Reno/Tahoe International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,120.0,Denied,0.0,Deny,16.0,120.0
2009052159193,2009-05-15 00:00:00,2009-05-05 00:00:00,DFW,Dallas-Fort Worth International Airport,American Eagle,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),200.0,Denied,0.0,Deny,10.0,200.0
2009062360516,2009-06-17 00:00:00,2009-04-03 00:00:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,25.0,Denied,0.0,Deny,75.0,25.0
2007040523538,2007-04-02 00:00:00,2006-11-13 00:00:00,PIE,St. Petersburg-Clearwater International,USA 3000 (U5),Passenger Property Loss,Checkpoint,Medicines,79.36,Denied,0.0,Deny,140.0,79.36
2005090692128,2005-08-30 00:00:00,2005-07-29 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,197.33,Denied,0.0,Deny,32.0,197.33
2006041804701,2006-04-07 00:00:00,2006-02-14 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),25.0,Approved,25.0,Approve in Full,52.0,0.0
2007050224894,2007-04-30 00:00:00,2007-04-04 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,219.0,Approved,219.0,Approve in Full,26.0,0.0
2006032203501,2006-03-08 00:00:00,2006-03-03 00:00:00,SNA,John Wayne,American Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),257.45,Approved,257.45,Approve in Full,5.0,0.0
2004051251470,2004-05-04 00:00:00,2004-04-04 00:00:00,PHX,Phoenix Sky Harbor International,ATA Aerocondor,Property Damage,Checked Baggage,Luggage (all types including footlockers),99.99,Settled,50.0,Settle,30.0,49.989999999999995
2005021876478,2005-01-26 00:00:00,2005-01-03 00:00:00,DAY,James M. Cox Dayton International,Delta Air Lines,Property Damage,Checked Baggage,Other,28.96,Approved,28.96,Approve in Full,23.0,0.0
2007103034109,2007-10-25 00:00:00,2007-10-12 00:00:00,PHX,Phoenix Sky Harbor International,Delta Air Lines,Property Damage,Checked Baggage,Other,135.99,Denied,0.0,Deny,13.0,135.99
2007061927119,2007-06-14 00:00:00,2007-05-28 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),350.0,Settled,144.99,Settle,17.0,205.01
2005081590553,2005-08-04 00:00:00,2005-07-12 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,277.95,Denied,0.0,Deny,23.0,277.95
2004071959750,2004-07-07 00:00:00,2004-05-18 00:00:00,BUF,Buffalo Niagara International,Jet Blue,Property Damage,Checkpoint,Cameras - Digital,398.74,Denied,0.0,Deny,50.0,398.74
2007102433835,2007-10-19 00:00:00,2007-09-16 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,79.32,Denied,0.0,Deny,33.0,79.32
2004060254294,2004-04-21 00:00:00,2004-03-23 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,56.0,Settled,28.0,Settle,29.0,28.0
0130316M,2004-01-30 00:00:00,2003-12-31 00:00:00,MSO,Missoula International,Delta Air Lines,Property Damage,Checked Baggage,Other,745.0,Settled,372.5,Settle,30.0,372.5
2009080462173,2009-07-30 00:00:00,2009-06-15 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Alcoholic beverages; Other,127.0,Denied,0.0,Deny,45.0,127.0
2008052344773,2008-05-19 00:00:00,2008-05-13 00:00:00,ORF,Norfolk International,Northwest Airlines,Property Damage,Checked Baggage,Locks,11.0,Denied,0.0,Deny,6.0,11.0
2007111534989,2007-11-14 00:00:00,2007-10-21 00:00:00,CAE,Columbia Metropolitan,Continental Airlines,Passenger Property Loss,Checkpoint,Watches - Expensive more than $100,325.0,Denied,0.0,Deny,24.0,325.0
0825079M,2003-08-25 00:00:00,2003-08-02 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checkpoint,Other,165.0,Denied,0.0,Deny,23.0,165.0
2006012300139,2006-01-18 00:00:00,2006-01-03 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),32.45,Approved,32.45,Approve in Full,15.0,0.0
2008100950946,2008-10-07 00:00:00,2008-09-29 00:00:00,ORD,Chicago O'Hare International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Audio - Other (Phonograph; cassettes; etc); Cameras - Digital,400.0,Denied,0.0,Deny,8.0,400.0
2006120716821,2006-11-22 00:00:00,2006-11-18 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,163.0,Approved,163.0,Approve in Full,4.0,0.0
2008081448655,2008-08-13 00:00:00,2008-07-26 00:00:00,EWR,Newark International Airport,Virgin Atlantic,Property Damage,Checked Baggage,Luggage (all types including footlockers),189.54,Denied,0.0,Deny,18.0,189.54
2009062360522,2009-06-17 00:00:00,2009-05-19 00:00:00,ALB,Albany International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),280.0,Denied,0.0,Deny,29.0,280.0
2007060126077,2007-05-30 00:00:00,2007-01-24 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,DVD/CD Players; MP3 Players-(iPods; etc); Stereo Items & Accessories,736.88,Settled,348.44,Settle,126.0,388.44
2008071046740,2008-07-07 00:00:00,2008-07-06 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,254.99,Denied,0.0,Deny,1.0,254.99
2009091763789,2009-09-16 00:00:00,2009-09-03 00:00:00,BOS,Boston (Logan) International Airport,USAir,Property Damage,Checked Baggage,Tools - Manual (not in a vehicle),800.0,Canceled,496.5,Settle,13.0,303.5
2007071928683,2007-07-16 00:00:00,2007-06-28 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,48.75,Approved,48.75,Approve in Full,18.0,0.0
2007121236459,2007-12-12 00:00:00,2007-12-07 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Handbags & Purses (leather or fabric),389.98,Denied,0.0,Deny,5.0,389.98
2004062857666,2004-06-08 00:00:00,2004-05-08 00:00:00,SAV,Savannah International,Northwest Airlines,Property Damage,Checked Baggage,Other,21.19,Approved,21.19,Approve in Full,31.0,0.0
2006102414520,2006-10-19 00:00:00,2006-09-14 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Mirrors (including frames),213.21,Denied,0.0,Deny,35.0,213.21
2006101614014,2006-10-10 00:00:00,2006-09-13 00:00:00,PDX,Portland International,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),600.0,Denied,0.0,Deny,27.0,600.0
2008081348470,2008-08-07 00:00:00,2008-07-24 00:00:00,DEN,Denver International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),140.0,Denied,0.0,Deny,14.0,140.0
2008060945407,2008-06-02 00:00:00,2007-12-29 00:00:00,PHL,Philadelphia International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,450.0,Denied,0.0,Deny,156.0,450.0
2008022840283,2008-02-21 00:00:00,2008-02-02 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones,500.0,Denied,0.0,Deny,19.0,500.0
2008091249804,2008-09-04 00:00:00,2005-10-14 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Lighters - (cigar; cigerette; etc.); Other,550.0,Settled,71.25,Settle,1056.0,478.75
2007112835614,2007-11-26 00:00:00,2007-11-02 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,15.55,Approved,15.55,Approve in Full,24.0,0.0
0715234M,2003-07-15 00:00:00,2003-06-27 00:00:00,SEA,Seattle-Tacoma International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Settled,20.0,Settle,18.0,80.0
2009120966263,2009-12-01 00:00:00,2009-11-03 17:25:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),31.03,Denied,0.0,Deny,27.0,31.03
2004122170157,2004-11-04 00:00:00,2004-09-12 00:00:00,JFK,John F. Kennedy International,Aer Lingus,Passenger Property Loss,Checked Baggage,PDA - Personal Data Assistants,299.99,Settled,128.74,Settle,53.0,171.25
2004051752372,2004-05-03 00:00:00,2004-03-25 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checked Baggage,Other,89.99,Approved,89.99,Approve in Full,39.0,0.0
2009090163213,2009-08-31 00:00:00,2009-08-26 00:00:00,GRR,Gerald R. Ford International Airport,UAL,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),275.0,Settled,215.1,Settle,5.0,59.900000000000006
2009092964125,2009-09-24 00:00:00,2009-09-08 00:00:00,BTR,Baton Rouge Metropolitan,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Denied,0.0,Deny,16.0,60.0
2009082662988,2009-08-24 00:00:00,2009-07-23 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,99.11,Approved,99.11,Approve in Full,32.0,0.0
2006112216060,2006-11-16 00:00:00,2006-10-20 00:00:00,DCA,Ronald Reagan Washington National Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks; Luggage (all types including footlockers),16.0,Approved,16.0,Approve in Full,27.0,0.0
2007081030056,2007-08-08 00:00:00,2007-08-07 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,350.0,Denied,0.0,Deny,1.0,350.0
2007111535049,2007-11-14 00:00:00,2005-11-14 00:00:00,HNL,Honolulu International Airport,Continental Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),301.7,Settled,50.0,Settle,730.0,251.7
0903079M,2003-09-03 00:00:00,2003-07-05 00:00:00,OAK,Metropolitan Oakland International,Aloha Airlines,Property Damage,Checked Baggage,Locks,137.95,Denied,0.0,Deny,60.0,137.95
2007121436531,2007-12-12 00:00:00,2007-11-30 00:00:00,MCO,Orlando International Airport,Virgin Atlantic,Property Damage,Checked Baggage,Luggage (all types including footlockers),51.2,Denied,0.0,Deny,12.0,51.2
2006111315518,2006-11-07 00:00:00,2006-10-29 00:00:00,BOS,Boston (Logan) International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Other,121.95,Denied,0.0,Deny,9.0,121.95
2005071488866,2005-07-13 00:00:00,2005-04-08 00:00:00,HOU,William P. Hobby,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),29.99,Denied,0.0,Deny,96.0,29.99
2004122069315,2004-10-29 00:00:00,2004-09-08 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,0.0,Denied,0.0,Deny,51.0,0.0
2006103114838,2006-10-24 00:00:00,2006-10-20 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Currency; MP3 Players-(iPods; etc),470.0,Denied,0.0,Deny,4.0,470.0
2007010818440,2007-01-05 00:00:00,2006-12-14 00:00:00,MKE,General Mitchell International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,358.95,Denied,0.0,Deny,22.0,358.95
2009031956471,2009-02-26 00:00:00,2009-02-14 00:00:00,TPA,Tampa International,AirTran Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),216.23,Settled,183.79,Settle,12.0,32.44
2008122253718,2008-12-16 00:00:00,2008-08-23 00:00:00,MHT,Manchester Regional Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,660.86,Denied,0.0,Deny,115.0,660.86
2005041882761,2005-04-15 00:00:00,2005-03-07 00:00:00,LAR,Laramie Regional,UAL,Passenger Property Loss,Checked Baggage,Other,826.95,Denied,0.0,Deny,39.0,826.95
